frequency;signal;group;sensor;time;hash
0.42;0.557113680738;C;1;0;C-1-0
0.42019999999999996;0.558667367243;C;1;0;C-1-0
0.4204;0.560101465407;C;1;0;C-1-0
0.4206;0.560883110752;C;1;0;C-1-0
0.4208;0.56122335292;C;1;0;C-1-0
0.421;0.561447993078;C;1;0;C-1-0
0.42119999999999996;0.560748334085;C;1;0;C-1-0
0.4214;0.561576695042;C;1;0;C-1-0
0.4216;0.56184409028;C;1;0;C-1-0
0.4218;0.561851895471;C;1;0;C-1-0
0.422;0.562125871152;C;1;0;C-1-0
0.42219999999999996;0.5623357289;C;1;0;C-1-0
0.4224;0.562225528186;C;1;0;C-1-0
0.4226;0.562609623288;C;1;0;C-1-0
0.42279999999999995;0.563068684558;C;1;0;C-1-0
0.423;0.562828956422;C;1;0;C-1-0
0.42319999999999997;0.562646883868;C;1;0;C-1-0
